type,geometry_type,geometry_coordinates,properties_state,properties_code,properties_name,properties_zone,properties_address,geometry
Feature,Point,"[79.704026, 11.765793]",Tamil Nadu,VKP,VARAKALPATTU,SR,"State Highway 9, Tamil Nadu",
Feature,Point,"[78.911814, 9.337064]",Tamil Nadu,VTV,VALANTARAVAL,SR,"National Highway 49, Tamil Nadu",
Feature,Point,"[69.575526, 22.197917]",Gujarat,VQD,VIRAMDAD,WR,"Khambhalia-Dwarka (SH 6), Gujarat",
Feature,Point,"[74.171511, 18.398719]",Maharashtra,ABLE,AMBALE,CR,"Malshiras Rd, Maharashtra",
Feature,,,Maharashtra,WRD,Warudkhed,CR,"Wardha, Maharashtra",
Feature,Point,"[72.849578, 19.517672]",Maharashtra,VTN,VAITARNA,WR,"Thane, Maharashtra",
Feature,,,Bihar,XBAC,Bachharpur Halt,ECR,"Bachharpur, Bihar",
Feature,Point,"[76.08846, 13.439281999999999]",Karnataka,VNR,DEVANUR,SWR,"National Highway 206, Karnataka",
Feature,Point,"[84.034555, 27.195058000000003]",Bihar,VKNR,VALMIKINAGAR RD,ECR,"National Highway 28B, Bihar",
Feature,Point,"[75.765232, 11.28603]",Kerala,WH,WEST HILL,SR,"Calicut, Kerala",
Feature,Point,"[71.441677, 21.062395000000002]",Gujarat,VVV,VAVERA,WR,"Rajula-Vijapadi Rd, Gujarat",
Feature,Point,"[72.36512300000001, 22.833389]",Gujarat,VLA,BAVLA,WR,"Bavla, Gujarat",
Feature,Point,"[77.542504, 8.088028]",Tamil Nadu,CAPE,KANYAKUMARI,SR,"Kanyakumari, Tamil Nadu",
Feature,Point,"[85.596052, 24.932654]",,XSAD,SADIPUR HALT,?,,
Feature,Point,"[76.260513, 11.188459]",Kerala,VNB,Vaniyambalam,SR,"Vaniyambalam, Kerala",
Feature,Point,"[87.30107100000001, 23.065499000000003]",West Bengal,VSU,BISHNUPUR,SER,"Bishnupur, West Bengal",
Feature,Point,"[75.77461, 11.264509]",Kerala,VLL,VELLAYIL,SR,"Calicut, Kerala",
Feature,Point,"[71.719118, 22.416769]",Gujarat,VJK,VEJALKA,WR,"State Highway 38, Gujarat",
Feature,Point,"[78.165859, 10.939107]",Tamil Nadu,VRQ,VIRARAKKIYAM,SR,"Verarakiyam, Tamil Nadu",
Feature,Point,"[72.775695, 24.470775]",Rajasthan,ABR,ABU ROAD,NWR,"Sirohi Dist, Rajasthan",
Feature,Point,"[73.31783892586827, 21.45148506222334]",Gujarat,ZKV,Zankhvav,WR,"SH 166, Gujarat",
Feature,Point,"[78.11973326839507, 20.387302241829445]",Maharashtra,YTL,Yavatmal,CR,"Yavatmal, Maharashtra",
Feature,Point,"[76.252495, 10.842075999999999]",Kerala,VPZ,Vailapuzha,SR,"Vallapuzha, Kerala",
Feature,Point,"[70.724646, 20.967861000000003]",Gujarat,VLDR,Valadar,WR,"Junagadh, Gujarat",
Feature,Point,"[81.205261, 20.740984]",Chhattisgarh,BXA,Balod,SECR,"Balod, Chhattisgarh",
Feature,Point,"[75.622206, 12.823403]",Karnataka,YDK,Yedekumeri,SWR,"Yedukumeri Station, Karnataka",
Feature,Point,"[81.63254, 16.542123999999998]",Andhra Pradesh,VVM,Viravasaram,SCR,"Palakollu, Andhra Pradesh",
Feature,Point,"[70.793468, 21.714204]",Gujarat,VVD,Vavdi,WR,"State Highway 31, Gujarat",
Feature,Point,"[80.471049, 16.825374]",Andhra Pradesh,YP,ERRUPALEM,SCR,"Yerrupalem, Andhra Pradesh",
Feature,Point,"[75.99559, 17.504915]",Karnataka,AHD,AHERWADI,SWR,"Sholapur, Karnataka",
Feature,Point,"[79.74703099999999, 17.860901]",Andhra Pradesh,YGL,YELGUR,SCR,"Yelgur Station, Andhra Pradesh",
Feature,Point,"[71.699156, 21.944012999999998]",Gujarat,ALMR,ALAMPUR,WR,"State Highway 31, Gujarat",
Feature,Point,"[77.2501103802, 19.1668082025]",Maharashtra,WNG,WANEGAON,SCR,"Chudawa, Maharashtra",
Feature,Point,"[78.962635, 20.06638]",Maharashtra,WANI,WANI,CR,"Wani, Maharashtra",
Feature,Point,"[75.6767002, 15.958918]",Karnataka,BDM,BADAMI,SWR,"Bagalkot, Karnataka",
Feature,Point,"[75.7002383, 16.1787931]",Karnataka,BGK,BAGALKOT,SWR,"Bagalkot, Karnataka",
Feature,Point,"[78.905957, 28.405553]",Uttar Pradesh,AFR,ASAFPUR,NR,"Bijnor, Uttar Pradesh",
Feature,Point,"[79.81836999999999, 12.797321]",Tamil Nadu,WJ,WALAJABAD,SR,"Walajabad, Tamil Nadu",
Feature,Point,"[79.96351299999999, 20.624198]",Maharashtra,WSA,Wadsa,SECR,"Chandrapur, Maharashtra",
Feature,Point,"[79.6740109, 23.142728299999998]",Madhya Pradesh,BHTN,BHITONI,WCR,"Jabalpur, Madhya Pradesh",
Feature,Point,"[79.468143, 28.58606]",Uttar Pradesh,AMA,ATAMANDA,NER,"State Highway 37, Uttar Pradesh",
Feature,Point,"[80.71400799999999, 16.199033]",Andhra Pradesh,ZPI,Zampini,SCR,"Zampani, Andhra Pradesh",
Feature,Point,"[77.10036199999999, 8.397108999999999]",Kerala,AMVA,AMARAVILA HALT,SR,"Thiruvananthapuram, Kerala",
Feature,Point,"[88.25887100000001, 24.237941]",West Bengal,ACLE,AZIMGANJ CITY,ER,"Police Station Rd, West Bengal",
Feature,Point,"[69.873569, 21.799383000000002]",Gujarat,WSJ,WANSJALIYA,WR,"Tarsai - Vansjaliya, Gujarat",
Feature,Point,"[83.03422499999999, 27.30686]",Uttar Pradesh,AHU,Ahirauli,NER,"State Highway 1A, Uttar Pradesh",
Feature,Point,"[76.921995, 15.145135]",Karnataka,BAY,BELLARY JN,SWR,"Bellary, Karnataka",
Feature,Point,"[70.210367, 22.44677]",Gujarat,ALB,ALIA BADA,WR,"Jamnagar, Gujarat",
Feature,Point,"[76.6702185, 24.8821354]",Rajasthan,ATRU,ATRU,WCR,"Atru, Rajasthan",
Feature,Point,"[85.225637, 24.813122]",Bihar,WZJ,WAZERGANJ,ECR,"Gaya, Bihar",
Feature,Point,"[78.77743530000001, 26.588904900000003]",Madhya Pradesh,BIX,BHIND,NCR,"Bhind, Madhya Pradesh",
Feature,Point,"[70.956182, 22.611810000000002]",Gujarat,WKRC,WANKANER CITY,WR,"Wankaner, Gujarat",
Feature,Point,"[74.916171, 32.63896]",Jammu and Kashmir,BBMN,BARI BRAHMAN,NR,"Bari Brahmana, Jammu and Kashmir",
Feature,Point,"[85.5319560193, 25.3266239799]",Bihar,WENA,Wena,ECR,"Wena, Bihar",
Feature,Point,"[69.961069, 21.895867000000003]",Gujarat,WAB,BALWA,WR,"SH 126, Gujarat",
Feature,Point,"[75.61447700000001, 32.101414]",,BLCA,BLOCK HUT BEAS,,,
Feature,Point,"[77.61021299999999, 17.674958]",Andhra Pradesh,ZB,Zahirabad,SCR,"Dist. Medak, Andhra Pradesh",
Feature,Point,"[76.14827000000001, 28.281073000000003]",Haryana,ZP,Zarpur Pali,NWR,"Road to Nangal Mala, Haryana",
Feature,Point,"[73.914959, 24.983198]",Rajasthan,BJN,Bejnal,NWR,"Rajsamand, Rajasthan",
Feature,Point,"[73.0133366, 26.2484972]",Rajasthan,BGKT,BHAGAT KI KOTHI,NWR,"Jodhpur, Rajasthan",
Feature,Point,"[85.54704889770001, 25.396291565400002]",,KRNN,Karnauti Halt,,,
Feature,Point,"[79.843856, 10.775837000000001]",Tamil Nadu,VXM,Vellipalayam,SR,"Nagapattinam, Tamil Nadu",
Feature,Point,"[79.31875600000001, 21.352410000000003]",Maharashtra,AMDI,Amdi Halt,SECR,"Amadi, Maharashtra",
Feature,Point,"[72.5752165, 25.448874]",Rajasthan,BISH,Bishengarh,NWR,"Jalor, Rajasthan",
Feature,Point,"[82.75140999999999, 25.756558]",Uttar Pradesh,YDV,Yadvendranagar,NER,"Yadvendranagar, Uttar Pradesh",
Feature,Point,"[77.952866, 18.678662]",Andhra Pradesh,YDP,Yedapalli,SCR,"Telangana Region, Andhra Pradesh",
Feature,Point,"[81.728543, 27.454598]",Uttar Pradesh,YEAM,Yogendra Dham Halt,NER,"Yogendra Dham, Uttar Pradesh",
Feature,Point,"[80.139995, 25.613687]",Uttar Pradesh,AKW,Akora,NCR,"National Highway 86, Uttar Pradesh",
Feature,Point,"[72.999264, 22.392856]",Gujarat,ALV,Anklav,WR,"Anklav, Gujarat",
Feature,Point,"[75.858906, 30.319025]",Punjab,BSS,BAHADUR SINGH WALA,NR,"SH 11, Punjab",
Feature,Point,"[88.256764, 24.219053]",West Bengal,AZ,AZIMGANJ JN,ER,"Police Station Rd, West Bengal",
Feature,Point,"[74.79116400000001, 16.823628]",Maharashtra,ARAG,ARAG,CR,"Jath Rd, Maharashtra",
Feature,Point,"[81.833817, 27.341282]",Uttar Pradesh,BEU,Bisheshwarganj,NER,"Bisheshwarganj, Uttar Pradesh",
Feature,Point,"[89.900353, 26.184354000000003]",Assam,BSI,BASBARI,NFR,"Dhubri Kochugaon Rd, Assam",
Feature,Point,"[79.44724, 28.4939826]",Uttar Pradesh,BPR,BHOJIPURA JN,NER,"SH 37, Uttar Pradesh",
Feature,Point,"[89.520667, 26.479307000000002]",West Bengal,APD,Alipur Duar,NFR,"Alipurduar, West Bengal",
Feature,Point,"[74.78304, 30.217553000000002]",Punjab,BHX,BULLUANA,NR,"Balluana, Punjab",
Feature,Point,"[72.970474, 20.763319]",Gujarat,BIM,BILIMORA JN,WR,"Bilimora, Gujarat",
Feature,Point,"[72.78720299999999, 26.80763]",Rajasthan,BKC,BHIKAMKOR,NWR,"Jodhpur, Rajasthan",
Feature,Point,"[78.5154167, 17.5335493]",Andhra Pradesh,BMO,BOLARUM,SCR,"Secunderabad, Andhra Pradesh",
Feature,Point,"[75.5496866, 29.9217422]",Punjab,BLZ,BUDHLADA,NR,"Budhlada, Punjab",
Feature,Point,"[77.228081, 18.047011100000002]",Karnataka,BHLK,Bhalki,SCR,"Bhalki, Karnataka",
Feature,Point,"[75.722483, 19.873979]",Maharashtra,BDU,BADNAPUR,SCR,"Jalna, Maharashtra",
Feature,Point,"[71.88173556, 25.89293086]",Rajasthan,BMQ,BHIMARLAI,NWR,"National Highway 112, Rajasthan",
Feature,Point,"[76.036416, 15.38694828]",Karnataka,BNP,BHANAPUR,SWR,"National Highway 63, Karnataka",
Feature,Point,"[72.248683, 25.830070999999997]",Rajasthan,BLT,BALOTRA JN,NWR,"Balotra, Rajasthan",
Feature,Point,"[80.512537, 28.046924]",Uttar Pradesh,BFV,BAHELIA BUZURG,NER,"Bahelia Buzurg, Uttar Pradesh",
Feature,Point,"[84.2321793958, 26.4968303633]",Uttar Pradesh,BHBR,Bathua Bazar,NER,"Phulwaria, Uttar Pradesh",
Feature,Point,"[80.76767899999999, 25.217166]",Uttar Pradesh,BTKP,BHARAT KUP,NCR,"Chitrakoot, Uttar Pradesh",
Feature,Point,"[80.486132, 28.334799]",Uttar Pradesh,BIK,BHIRA KHERI,NER,"Lakhimpur Kheri, Uttar Pradesh",
Feature,Point,"[77.278015354, 29.140457035199997]",Uttar Pradesh,BAOL,BAOLI,NR,"Bagpat, Uttar Pradesh",
Feature,Point,"[79.55448188960001, 25.2767862477]",Uttar Pradesh,BTX,BELA TAL,NCR,"Chhatarpur, Uttar Pradesh",
Feature,Point,"[73.43942509, 25.78029392]",Rajasthan,BOM,BOMADRA,NWR,"Pali Marwar, Rajasthan",
Feature,Point,"[85.42341227, 22.00024281]",Orissa,BSPX,Banspani,SER,"National Highway 215, Orissa",
Feature,Point,"[77.174223, 26.155568000000002]",Rajasthan,BIB,Birpur,NCR,"State Highway 2, Rajasthan",
Feature,Point,"[75.314466, 13.999308999999998]",Karnataka,ARU,Arasalu,SWR,"Arasalu, Karnataka",
Feature,Point,"[78.152895, 11.984107]",Tamil Nadu,MPC,Muttampatti,SWR,"Dharmapuri, Tamil Nadu",
Feature,Point,"[73.034499, 22.633029999999998]",Gujarat,BAJ,Bhalej,WR,"Bhalej, Gujarat",
Feature,Point,"[80.80126, 17.821267000000002]",Andhra Pradesh,AWM,Aswapuram,SCR,"Sarapaka, Andhra Pradesh",
Feature,Point,"[81.74489899999999, 21.052203000000002]",Chhattisgarh,AVP,Abhanpur Junction,SECR,"Raipur, Chhattisgarh",
Feature,Point,"[81.837917, 19.011494000000003]",Chhattisgarh,BDXX,Bade Arapur,ECoR,"Bade Arapur, Chhattisgarh",
Feature,Point,"[88.607005, 22.674548]",West Bengal,BGRD,Beliaghata Road,ER,"State Highway 2, West Bengal",
Feature,Point,"[76.285956, 21.893954]",Madhya Pradesh,ANI,Ajanti,WR,"East Nimar, Madhya Pradesh",
Feature,Point,"[71.76868, 25.897537999999997]",Rajasthan,BUT,BAYTU,NWR,"State Highway 40, Rajasthan",
Feature,Point,"[87.28427905, 23.73804814]",West Bengal,BMGA,BHIMGARA,ER,"Birbhum, West Bengal",
Feature,Point,"[83.841719, 26.121418]",Uttar Pradesh,BLTR,BELTHARA ROAD,NER,"Belthara, Uttar Pradesh",
Feature,Point,"[70.792278, 22.282963]",Gujarat,BKNG,BHAKTI NAGAR,WR,"Rajkot, Gujarat",
Feature,Point,"[74.92033749999999, 28.2368573]",Rajasthan,DEP,Depalsar,NWR,"Churu, Rajasthan",
Feature,Point,"[72.1277773999, 23.270810878299997]",Gujarat,BKD,Bhankoda,WR,"State Highway 138, Gujarat",
Feature,Point,"[72.2818798, 23.6710024]",Gujarat,DHJ,DHINOJ,WR,"Dhinoj, Gujarat",
Feature,Point,"[83.0141142, 25.3341176]",Uttar Pradesh,BCY,VARANASI CITY,NER,"Varanasi, Uttar Pradesh",
Feature,Point,"[78.9159773981, 22.9137476381]",Madhya Pradesh,BNE,BOHANI,WCR,"Narsinghpur, Madhya Pradesh",
Feature,Point,"[72.84346500000001, 19.019731]",Maharashtra,DDR,MUMBAI DADAR WEST,WR,"Mumbai, Maharashtra",
Feature,Point,"[77.59932690000001, 12.9936735]",Karnataka,BNC,BANGALORE CANT,SWR,"Bengaluru, Karnataka",
Feature,Point,"[76.323906, 29.274012000000003]",Haryana,BSPH,BISHANPUR HARYANA,NR,"Bishanpur, Haryana",
Feature,Point,"[88.28291748000001, 23.51930706]",West Bengal,BQY,BELERHAT,ER,"State Highway 6, West Bengal",
Feature,Point,"[76.613599, 27.296265000000002]",Rajasthan,DGW,DHIGAWARA,NWR,"Baswa, Rajasthan",
Feature,Point,"[93.779466, 26.018425999999998]",Assam,BXJ,BOKAJAN,NFR,"Bokajan, Assam",
Feature,Point,"[95.03240600000001, 27.0635982]",Assam,BOJ,BHOJO,NFR,"Bhojo Railway Station, Assam",
Feature,Point,"[72.840535, 19.061911]",Maharashtra,BDTS,MUMBAI BANDRA TERMINUS,WR,"Mumbai, Maharashtra",
Feature,Point,"[93.87912899999999, 26.646825]",Assam,BLPR,Badulipar,NFR,"Badulipar, Assam",
Feature,Point,"[71.044404, 25.73181]",Rajasthan,BBC,Bhachhbar,NWR,"State Highway 40, Rajasthan",
Feature,Point,"[80.416286, 28.158478000000002]",Uttar Pradesh,BNKJ,BANKE GANJ,NER,"Lakhimpur Kheri, Uttar Pradesh",
Feature,Point,"[74.55765600000001, 27.406108]",Rajasthan,DIA,Didwana,NWR,"Didwana, Rajasthan",
Feature,Point,"[89.05239089999999, 26.747088299999998]",West Bengal,BNV,BINNAGURI,NFR,"National Highway 31C, West Bengal",
Feature,Point,"[89.136244, 26.715384]",West Bengal,DLO,DALGAON,NFR,"Birpara, West Bengal",
Feature,Point,"[91.219674, 25.999791]",Assam,BOKO,BOKO,NFR,"National Highway 37, Assam",
Feature,Point,"[75.16531499999999, 28.4587]",Rajasthan,DKX,Dudhwakhara,NWR,"National Highway 65, Rajasthan",
Feature,Point,"[74.65895300000001, 30.532580000000003]",Punjab,BRW,Bariwala,NR,"Mandi Bariwala, Punjab",
Feature,Point,"[77.05132087999999, 8.430107451]",Kerala,BRAM,BALARAMAPURAM,SR,"Balaramapuram, Kerala",
Feature,Point,"[79.686417, 11.919465]",Tamil Nadu,CBU,Chinna Babu Samudram,SR,"Villupuram, Tamil Nadu",
Feature,Point,"[75.765669, 26.944321]",Rajasthan,DKBJ,Dahar Ka Balaji,NWR,"Jaipur, Rajasthan",
Feature,Point,"[79.3122585, 19.9400612]",Maharashtra,CAF,Chanda Fort,SECR,"Chandrapur, Maharashtra",
Feature,Point,"[84.7369583, 22.3971312]",Orissa,BRMP,Biramitrapur,SER,"Birmitrapur, Orissa",
Feature,Point,"[88.22942499999999, 25.626454]",West Bengal,BJY,Bangalbaree,NFR,"State Highway 10A, West Bengal",
Feature,Point,"[81.05365, 26.075249999999997]",Uttar Pradesh,DMW,Dalmau Junction,NR,"Dalmau, Uttar Pradesh",
Feature,Point,"[79.210042, 29.13221]",Uttarakhand,BRDT,BERIA DAULAT,NER,"National Highway 74, Uttarakhand",
Feature,Point,"[77.53653800000001, 27.292281]",Rajasthan,DUM,DHAURMUI JAGHNA,WCR,"State Highway 33, Rajasthan",
Feature,Point,"[79.0537095, 10.77766297]",Tamil Nadu,ALK,ALAKKUDI,SR,"Alakudi, Tamil Nadu",
Feature,Point,"[81.26535758, 18.77690197]",Chhattisgarh,BHNS,Bhansi,ECoR,"Dhurli-Basenpur Rd, Chhattisgarh",
Feature,Point,"[77.234121, 26.864673]",Rajasthan,DY,DUMARIYA,WCR,"State Highway 1, Rajasthan",
Feature,Point,"[76.564974, 27.10333]",Rajasthan,GLNA,GULANA,NWR,"State Highway 25, Rajasthan",
Feature,Point,"[78.731628, 25.351848]",Uttar Pradesh,BWR,BARWA SAGAR,NCR,"Jhansi(0510-2440441), Uttar Pradesh",
Feature,Point,"[76.350657, 21.427163999999998]",Madhya Pradesh,CDI,CHANDNI,CR,"East Nimar, Madhya Pradesh",
Feature,Point,"[78.67032900000001, 27.108219]",Uttar Pradesh,BUBT,BURAHA BHARTHA,NCR,"Buraha Bharthara, Uttar Pradesh",
Feature,Point,"[76.84804777400001, 30.6111449411]",Punjab,GHG,GHAGGHAR,NR,"National Highway 22, Punjab",
Feature,Point,"[74.624757, 25.061279000000003]",Rajasthan,GGR,GANGRAR,NWR,"Gangrar, Rajasthan",
Feature,Point,"[93.162162, 25.227501]",Assam,DJA,DAOTUHAJA,NFR,"National Highway 54, Assam",
Feature,Point,"[78.194667, 18.613288]",Andhra Pradesh,DHP,DICHPALLI,SCR,"Dichpalli, Andhra Pradesh",
Feature,Point,"[86.908517, 23.651021]",West Bengal,DMA,DAMODAR JUNCTION,SER,"Bardhaman, West Bengal",
Feature,Point,"[75.4900954675, 14.6997230018]",Karnataka,BYD,BYADGI,SWR,"National Highway 4, Karnataka",
Feature,Point,"[92.742995, 24.855593]",Assam,ARCL,ARUNACHAL,NFR,"Cachar, Assam",
Feature,Point,"[75.8156104224, 30.165006839]",Punjab,BZ,BHARUR,NR,"Sunam, Punjab",
Feature,Point,"[76.247613, 15.348226]",Karnataka,GIN,GINIGERA,SWR,"Ginigera, Karnataka",
Feature,Point,"[76.1400537476, 13.395698823]",Karnataka,BVR,BANAVAR,SWR,"National Highway 234, Karnataka",
Feature,Point,"[91.066009, 25.979779]",Assam,DPRA,DHUP DHARA,NFR,"National Highway 37, Assam",
Feature,Point,"[75.004552, 15.440386]",Karnataka,DWR,DHARWAR,SWR,"Dharwad, Karnataka",
Feature,Point,"[72.212366, 23.453415]",Gujarat,DNPR,Dhanpura,WR,"State Highway 133, Gujarat",
Feature,Point,"[94.00269200000001, 26.465652000000002]",Assam,FKG,FURKATING JN,NFR,"K B Rd, Assam",
Feature,Point,"[74.772519, 30.033151999999998]",Punjab,BWB,BAGWALI,NWR,"National Highway 64, Punjab",
Feature,Point,"[72.11868199999999, 21.770889999999998]",Gujarat,BVP,BHAVANAGAR PARA,WR,"Bhavnagar, Gujarat",
Feature,Point,"[72.141059, 21.781668]",Gujarat,BVC,BHAVNAGAR TERMINUS,WR,"Bhavnagar, Gujarat",
Feature,Point,"[76.42625, 12.433086000000001]",Karnataka,DOY,Dornahalli,SWR,"Dornahalli, Karnataka",
Feature,Point,"[78.348164, 21.997011]",Madhya Pradesh,BXY,Bordhal,CR,"Amla, Madhya Pradesh",
Feature,Point,"[87.507655, 21.622377]",West Bengal,DGHA,Digha Flag Station,?,"State Highway 57, West Bengal",
Feature,Point,"[76.38862689999999, 12.4454105]",Karnataka,KRNR,Krishnarajanagara,SWR,"Krishnarajanagara, Karnataka",
Feature,Point,"[79.20593600000001, 28.125245999999997]",Uttar Pradesh,GTP,Ghatpuri,NER,"State Highway 33, Uttar Pradesh",
Feature,Point,"[88.38629999999999, 25.640548000000003]",West Bengal,DLX,Dalimgaon,NFR,"Dhankoil to Dalimgaoun, West Bengal",
Feature,Point,"[88.65854499999999, 22.665494000000002]",West Bengal,BSLA,Bhasila,ER,"Bhasila Railway Station, West Bengal",
Feature,Point,"[73.882498, 25.537166]",Rajasthan,DJKR,Dolaji Ka Khera,NWR,"Pali, Rajasthan",
Feature,Point,"[80.079953, 17.532281]",Andhra Pradesh,GUU,GUNDRATIMADUGU,SCR,"Mahbuababad-Badrachalam Rd, Andhra Pradesh",
Feature,Point,"[77.1469610779, 26.8216101334]",Rajasthan,FSP,FATEH SINGHPURA,WCR,"State Highway 1, Rajasthan",
Feature,Point,"[77.654362, 22.575660999999997]",Madhya Pradesh,DRA,DULARIA,WCR,"Itarsi, Madhya Pradesh",
Feature,Point,"[77.002212, 26.722854]",,SKDM,SIKRODA MINA,,,
Feature,Point,"[76.599178, 15.219036000000001]",Karnataka,GNR,GADIGANURU,SWR,"Bellary, Karnataka",
Feature,Point,"[81.845641, 23.129052]",Madhya Pradesh,DRSN,DHURWASIN,SECR,"Parasi, Madhya Pradesh",
Feature,Point,"[89.952056, 26.078321]",Assam,GUP,GAURIPUR,NFR,"Gauripur, Assam",
Feature,Point,"[88.07289439819999, 24.404804119599998]",West Bengal,GALE,GANKAR,ER,"Gankar, West Bengal",
Feature,Point,"[74.91966500000001, 24.363234000000002]",Rajasthan,HKL,HARKIA KHAL,WR,"State Highway 31, Rajasthan",
Feature,Point,"[78.488371, 17.568097]",Andhra Pradesh,GDPL,GUNDLA POCHAMPALLI,SCR,"Rangareddy, Andhra Pradesh",
Feature,Point,"[89.5868746, 26.0707762]",West Bengal,FLM,Falimari,NFR,"Falimari, West Bengal",
Feature,Point,"[75.893142, 19.830781]",Maharashtra,J,JALNA,SCR,"Jalna, Maharashtra",
Feature,Point,"[86.525172, 24.273027000000003]",Jharkhand,JGD,Jagadishpur,ER,"Jagadishpur, Jharkhand",
Feature,Point,"[70.74961099999999, 20.92654]",Gujarat,GTWD,Ghatwad,WR,"Junagadh, Gujarat",
Feature,Point,"[77.511242, 12.935329000000001]",Karnataka,GNB,JNANA BHARTI HALT,SWR,"Mysore Road Bengaluru, Karnataka",
Feature,Point,"[76.68937799999999, 29.140297]",Haryana,GHNA,GOHANA,NR,"Gohana, Haryana",
Feature,Point,"[80.414159, 25.416805]",Uttar Pradesh,DWI,DINGWAHI,NCR,"National Highway 76, Uttar Pradesh",
Feature,Point,"[77.301364624, 29.4068014069]",Uttar Pradesh,GLBN,GUJRAN BALWA,NR,"State Highway 57, Uttar Pradesh",
Feature,Point,"[93.613598, 25.810836]",Nagaland,DSR,DHANSIRI,NFR,"Bridge, Nagaland",
Feature,Point,"[80.475468, 28.084651]",Uttar Pradesh,GK,GOLA GOKARANATH,NER,"Gola, Uttar Pradesh",
Feature,Point,"[75.657932, 31.80853]",Punjab,DZA,DASUYA,NR,"Dasuya, Punjab",
Feature,Point,"[72.9319259351, 24.6581702628]",Rajasthan,SRPJ,SWARUPGANJ,NWR,"Sirohi Road, Rajasthan",
Feature,Point,"[75.94724099999999, 29.088276999999998]",Haryana,HNS,Hansi,NWR,"Hissar, Haryana",
Feature,Point,"[75.26504100000001, 28.526882999999998]",Rajasthan,HYL,Hadyal,NWR,"MDR 97, Rajasthan",
Feature,Point,"[77.46164300000001, 27.520546]",Uttar Pradesh,GDO,Goverdhan,NCR,"Mathura District, Uttar Pradesh",
Feature,Point,"[76.880759, 27.539231]",Rajasthan,JBS,Jadoli Ka Bas,NCR,"Alwar, Rajasthan",
Feature,Point,"[74.600792, 30.962007]",Punjab,FZP,Firozpur City,NR,"Firozpur, Punjab",
Feature,Point,"[76.715068, 8.979142999999999]",Kerala,EKN,Ezhukone,SR,"Kollam-Tirumangalam Rd, Kerala",
Feature,Point,"[76.14241700000001, 31.21799]",Punjab,GSR,Garhshankar,NR,"Garhshankar, Punjab",
Feature,Point,"[78.150553, 26.215133]",Madhya Pradesh,GOPA,Ghosipura,NCR,"Gwalior, Madhya Pradesh",
Feature,Point,"[82.736062, 22.265791999999998]",Chhattisgarh,URGA,Urga,SECR,"Korba, Chhattisgarh",
Feature,Point,"[88.78289199999999, 22.651678]",West Bengal,GGV,Ghovarash Ghona,ER,"Ghoraras Ghona, West Bengal",
Feature,Point,"[81.40315299999999, 25.786329]",Uttar Pradesh,GRMR,Garhi Manikpur,NR,"Garhi Manikpur, Uttar Pradesh",
Feature,Point,"[76.71403099999999, 25.763299999999997]",Madhya Pradesh,DTQ,Dantarda Kalan,NCR,"State Highway 6, Madhya Pradesh",
Feature,Point,"[78.870355, 29.012363999999998]",Uttar Pradesh,JLQ,JALPUR,?,"MDR 65W, Uttar Pradesh",
Feature,Point,"[81.90404000000001, 23.161136]",Madhya Pradesh,HRV,HARRAD,SECR,"Shahdol, Madhya Pradesh",
Feature,Point,"[75.268733, 32.487007000000006]",Jammu and Kashmir,HRNR,HIRA NAGAR,NR,"Hiranagar, Jammu and Kashmir",
Feature,Point,"[78.05386, 18.70264]",Andhra Pradesh,JKM,JANKAMPET JN,SCR,"Nizamabad, Andhra Pradesh",
Feature,Point,"[86.68033899999999, 23.516393]",West Bengal,JOC,JOYCHANDI PAHAR,SER,"Purulia, West Bengal",
Feature,Point,"[84.324507, 27.156647]",Bihar,HIR,HARINAGAR,ECR,"Ramnagar, Bihar",
Feature,Point,"[72.87245142, 19.35986171]",Maharashtra,JCNR,JUCHANDRA,CR,"NH 8, Maharashtra",
Feature,Point,"[82.17975597290001, 27.4330507545]",Uttar Pradesh,JKNI,Jharkhandi,NER,"MDR 10E, Uttar Pradesh",
Feature,Point,"[76.46222900000001, 9.279602]",Kerala,HAD,HARIPPAD,SR,"Haripad 0479-2412714, Kerala",
Feature,Point,"[83.35227499999999, 25.721525]",Maharashtra,HMPR,HURMUJPUR HALT,CR,"Maharashtra, Maharashtra",
Feature,Point,"[71.820315, 22.23946]",Gujarat,JIL,JALILA ROAD,WR,"Botad, Gujarat",
Feature,Point,"[82.0254415802, 27.275552861799998]",Uttar Pradesh,ITE,Intiyathok,NER,"MDR 10E, Uttar Pradesh",
Feature,Point,"[70.399597, 22.420182999999998]",Gujarat,JALD,JALIYA DEVANI,WR,"Ranuja Village Rd, Gujarat",
Feature,Point,"[83.09130300000001, 25.44872]",Uttar Pradesh,KDQ,KADIPUR,NER,"National Highway 29, Uttar Pradesh",
Feature,Point,"[81.81928099999999, 25.317889]",Uttar Pradesh,IDGJ,IRADATGANJ,NCR,"Allahabad, Uttar Pradesh",
Feature,Point,"[70.47043762019999, 22.4279053359]",Gujarat,HM,HADMATIYA JN,WR,"State Highway 98, Gujarat",
Feature,Point,"[75.507837, 11.737975]",Kerala,JGE,JAGANNATH TEMPLE GATE,SR,"Mahe, Kerala",
Feature,Point,"[80.843299, 24.68924]",Madhya Pradesh,HATI,HATI,WCR,"MDR 11, Madhya Pradesh",
Feature,Point,"[76.1300544724, 14.038157957300001]",Karnataka,HLK,HOLALKERE,SWR,"National Highway 13, Karnataka",
